isqno,name,war,war4,att_str,def_str,att_cas,def_cas,att_cav,def_cav,att_arty,def_arty,att_tank,def_tank,att_ach,def_ach,att_pri1,def_pri1,duration1,wofa,wofd,terra1,wx1,surpa,morala,momnta,techa,inita,mobila,force_ratio,att_loss_pct,def_loss_pct,exchange_ratio,total_troops,casualty_intensity,attacker_underdog,ach_diff,log_att_str,log_def_str,log_att_cas,log_def_cas,log_total_troops,log_exchange_ratio,log_force_ratio,log_duration1
11,WITTSTOCK,THIRTY YEAR'S WAR,Thirty Years' War of 1618-1648,22000.0,30000.0,7000.0,18000.0,12000.0,14000.0,101.0,42.0,0.0,0.0,9,3,EE,DO,2.0,4.4,3.0,R,D,1.0,0.0,0.0,0.0,1.0,0.0,0.7333333333333333,0.3181818181818182,0.6,0.3888888888888889,52000.0,0.4807692307692308,1,6,9.99884318585288,10.308985993422082,8.853808274977197,9.798182590890704,10.859018228147887,0.32850406697203605,0.550046336919272,1.0986122886681098
12,BREITENFELD II,THIRTY YEAR'S WAR,Thirty Years' War of 1618-1648,25000.0,30000.0,5000.0,15000.0,10000.0,8000.0,70.0,46.0,0.0,0.0,9,3,EE,DO,1.0,3.5,3.5,R,D,0.0,0.0,0.0,0.0,1.0,0.0,0.8333333333333334,0.2,0.5,0.3333333333333333,55000.0,0.36363636363636365,0,6,10.12667110305036,10.308985993422082,8.517393171418904,9.61587214452889,10.915106645867503,0.2876820724517809,0.6061358035703156,0.6931471805599453
13,ROCROI,THIRTY YEAR'S WAR,Thirty Years' War of 1618-1648,23000.0,26000.0,4000.0,14000.0,7000.0,7000.0,12.0,18.0,0.0,0.0,8,3,EE,DO,1.0,2.4,1.8,R,D,0.0,0.0,1.0,0.0,1.0,0.0,0.8846153846153846,0.17391304347826086,0.5384615384615384,0.2857142857142857,49000.0,0.3673469387755102,0,5,10.043292972227004,10.165890277802454,8.294299608857235,9.546884034617925,10.799595985047786,0.25131442828090605,0.6337237600891445,0.6931471805599453
14,TUTTLINGEN,THIRTY YEAR'S WAR,Thirty Years' War of 1618-1648,22000.0,18000.0,1000.0,7000.0,5000.0,8000.0,101.0,10.0,0.0,0.0,9,2,FF,DD,2.0,3.0,2.0,R,D,2.0,0.0,0.0,0.0,1.0,0.0,1.2222222222222223,0.045454545454545456,0.3888888888888889,0.14285714285714285,40000.0,0.2,0,7,9.99884318585288,9.798182590890704,6.90875477931522,8.853808274977197,10.596659732783579,0.13353139262452263,0.7985076962177716,1.0986122886681098
15,FREIBURG,THIRTY YEAR'S WAR,Thirty Years' War of 1618-1648,19000.0,16000.0,8000.0,4000.0,8000.0,8000.0,37.0,28.0,0.0,0.0,7,6,FF,DD,7.29166666666667,6.4,6.4,G,D,0.0,0.0,0.0,0.0,1.0,0.0,1.1875,0.42105263157894735,0.25,2.0,35000.0,0.34285714285714286,0,1,9.852246888342531,9.680406499268875,8.987321812850125,8.294299608857235,10.463131911491967,1.0986122886681098,0.7827593392496325,2.115250994376547
16,JANKAU,THIRTY YEAR'S WAR,Thirty Years' War of 1618-1648,15000.0,15000.0,8500.0,2000.0,10000.0,9000.0,26.0,80.0,0.0,0.0,4,6,FF,DD,2.0,3.1,3.1,G,D,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5631547619047617,0.13333333333333333,4.25,30000.0,0.35,0,-2,9.61587214452889,9.61587214452889,9.04793908261736,7.601402334583733,10.308985993422082,1.6582280766035324,0.6931471805599453,1.0986122886681098
17,MERGENTHEIM,THIRTY YEAR'S WAR,Thirty Years' War of 1618-1648,10000.0,11000.0,700.0,3500.0,5000.0,5000.0,101.0,15.0,0.0,0.0,9,3,FF,DD,2.0,7.0,7.0,R,D,3.0,0.0,0.0,0.0,1.0,0.0,0.9090909090909091,0.07,0.3181818181818182,0.2,21000.0,0.2,0,6,9.210440366976517,9.305741456739435,6.55250788703459,8.160803920954665,9.952325334619427,0.18232155679395465,0.6466271649250525,1.0986122886681098
18,ALLERHEIM (NORDLINGEN II),THIRTY YEAR'S WAR,Thirty Years' War of 1618-1648,18000.0,16000.0,7500.0,6000.0,5000.0,5000.0,101.0,28.0,0.0,0.0,7,6,FF,DO,1.0,3.2,3.2,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.125,0.4166666666666667,0.375,1.25,34000.0,0.39705882352941174,0,1,9.798182590890704,9.680406499268875,8.922791623969637,8.699681400989514,10.434145214930487,0.8109302162163288,0.7537718023763802,0.6931471805599453
19,LENS,THIRTY YEAR'S WAR,Thirty Years' War of 1618-1648,14000.0,18000.0,4000.0,10000.0,5000.0,8000.0,101.0,38.0,0.0,0.0,9,3,DE,DO,1.14583333333333,2.0,3.5,R,D,2.0,0.0,0.0,0.0,1.0,0.0,0.7777777777777778,0.2857142857142857,0.5555555555555556,0.4,32000.0,0.4375,1,6,9.546884034617925,9.798182590890704,8.294299608857235,9.210440366976517,10.373522431293592,0.33647223662121295,0.5753641449035619,0.7635279773217433
20,EDGEHILL,ENGLISH CIVIL WAR,First English Civil War of 1642-1646,14300.0,14870.0,2500.0,2500.0,3500.0,2500.0,20.0,15.0,0.0,0.0,7,4,FF,DO,1.0,3.2,3.2,R,D,0.0,0.0,0.0,0.0,1.0,0.0,0.9616677874915938,0.17482517482517482,0.16812373907195696,1.0,29170.0,0.17140898183064793,0,3,9.568084743872936,9.607168286688683,7.824445930877619,7.824445930877619,10.280930344070526,0.6931471805599453,0.6737950234075664,0.6931471805599453
21,MARSTON MOOR,ENGLISH CIVIL WAR,First English Civil War of 1642-1646,27000.0,17500.0,1500.0,6000.0,9000.0,6500.0,25.0,16.0,0.0,0.0,8,4,FF,DO,1.0,2.8,2.8,R,W,0.0,0.0,0.0,0.0,0.0,0.0,1.542857142857143,0.05555555555555555,0.34285714285714286,0.25,44500.0,0.16853932584269662,0,4,10.203629181337648,9.770013301136158,7.313886831633462,8.699681400989514,10.703266939811954,0.22314355131420976,0.9332883082427262,0.6931471805599453
22,TIPPERMUIR,ENGLISH CIVIL WAR,First English Civil War of 1642-1646,6800.0,3000.0,3000.0,1.0,800.0,0.0,7.0,0.0,0.0,0.0,3,9,FF,DO,2.0,1.1,1.1,R,D,0.0,0.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.4411764705882353,0.0003333333333333333,28.797692307692166,9800.0,0.3062244897959184,0,-6,8.824824939175638,8.006700845440367,8.006700845440367,0.6931471805599453,9.19023970026918,3.3944309511735895,1.1837700970084166,1.0986122886681098
23,KILSYTH,ENGLISH CIVIL WAR,First English Civil War of 1642-1646,4900.0,6800.0,6.0,6000.0,500.0,800.0,0.0,0.0,0.0,0.0,9,2,FF,DD,2.0,0.7,0.7,R,D,0.0,0.0,0.0,0.0,1.0,0.0,0.7205882352941176,0.0012244897959183673,0.8823529411764706,0.001,11700.0,0.5133333333333333,1,7,8.497194544909547,8.824824939175638,1.9459101490553132,8.699681400989514,9.367429587218957,0.0009995003330835331,0.5426662296216495,1.0986122886681098
24,NEWBURY II,ENGLISH CIVIL WAR,First English Civil War of 1642-1646,22000.0,10000.0,500.0,500.0,9500.0,2000.0,101.0,59.0,0.0,0.0,5,7,FF,DD,1.375,2.8,2.0,R,D,0.0,0.0,0.0,0.0,1.0,0.0,2.2,0.022727272727272728,0.05,1.0,32000.0,0.03125,0,-2,9.99884318585288,9.210440366976517,6.2166061010848646,6.2166061010848646,10.373522431293592,0.6931471805599453,1.1631508098056809,0.8649974374866045
25,NASEBY,ENGLISH CIVIL WAR,First English Civil War of 1642-1646,9000.0,13000.0,6000.0,1000.0,5000.0,6000.0,12.0,13.0,0.0,0.0,4,9,FF,DO,1.0,1.6,1.6,R,D,0.0,0.0,0.0,0.0,1.0,0.0,0.6923076923076923,0.5631547619047617,0.07692307692307693,6.0,22000.0,0.3181818181818182,1,-5,9.105090961257085,9.472781556562168,8.699681400989514,6.90875477931522,9.99884318585288,1.9459101490553132,0.5260930958967791,0.6931471805599453
26,PRESTON,SECOND ENGLISH CIVIL WAR,Second English Civil War of 1648-1649,9000.0,21000.0,300.0,5000.0,3000.0,3600.0,101.0,59.0,0.0,0.0,9,3,FF,DD,2.0,1.0,0.6,R,W,2.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.03333333333333333,0.23809523809523808,0.06,30000.0,0.17666666666666667,1,6,9.105090961257085,9.952325334619427,5.707110264748875,8.517393171418904,10.308985993422082,0.058268908123975775,0.35667494393873234,1.0986122886681098
27,DUNBAR,SECOND ENGLISH CIVIL WAR,Second English Civil War of 1648-1649,11000.0,22000.0,30.0,13000.0,3500.0,6000.0,101.0,30.0,0.0,0.0,9,4,EE,DD,1.0,1.8,2.7,R,W,2.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0027272727272727275,0.5909090909090909,0.002307692307692308,33000.0,0.39484848484848484,1,5,9.305741456739435,9.99884318585288,3.4339872044851463,9.472781556562168,10.404293143019792,0.002305033675217014,0.4054651081081644,0.6931471805599453
28,WORCESTER,SECOND ENGLISH CIVIL WAR,Second English Civil War of 1648-1649,28000.0,16000.0,1000.0,9000.0,9000.0,4000.0,101.0,59.0,0.0,0.0,9,4,FF,DO,1.0,5.6,5.6,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.75,0.03571428571428571,0.5625,0.1111111111111111,44000.0,0.22727272727272727,0,5,10.239995502805316,9.680406499268875,6.90875477931522,9.105090961257085,10.691967639914864,0.1053605156578263,1.0116009116784799,0.6931471805599453
29,ST. ANTOINE,THE FRONDE,The Fronde of 1648-1653,12000.0,6000.0,4000.0,2000.0,0.0,0.0,101.0,6.0,0.0,0.0,8,5,FF,DD,1.0,1.5,1.5,R,D,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.3333333333333333,0.3333333333333333,2.0,18000.0,0.3333333333333333,0,3,9.392745258631441,8.699681400989514,8.294299608857235,7.601402334583733,9.798182590890704,1.0986122886681098,1.0986122886681098,0.6931471805599453
30,THE DUNES,FRANCO-SPANISH WAR,Franco–Spanish War of 1635–1659,15000.0,12000.0,2000.0,7000.0,6000.0,7000.0,101.0,0.0,0.0,0.0,8,3,EE,DO,1.0,4.0,4.4,R,D,1.0,0.0,0.0,0.0,1.0,1.0,1.25,0.13333333333333333,0.5833333333333334,0.2857142857142857,27000.0,0.3333333333333333,0,5,9.61587214452889,9.392745258631441,7.601402334583733,8.853808274977197,10.203629181337648,0.25131442828090605,0.8109302162163288,0.6931471805599453
31,THE RAAB,AUSTRO-TURKISH WAR,Austro-Turkish_War of 1663–1664,60000.0,30000.0,8000.0,2000.0,20000.0,10000.0,20.0,25.0,0.0,0.0,4,9,FF,DO,1.0,3.8,4.1,R,D,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.13333333333333333,0.06666666666666667,4.0,90000.0,0.1111111111111111,0,-5,11.002116507732017,10.308985993422082,8.987321812850125,7.601402334583733,11.407576060361786,1.6094379124341003,1.0986122886681098,0.6931471805599453
32,VIENNA,AUSTRO-TURKISH WAR,Great Turkish War of 1683-1699,76000.0,107000.0,2000.0,10000.0,34000.0,47000.0,186.0,500.0,0.0,0.0,9,3,EE,DD,1.0,8.8,8.0,R,D,2.0,0.0,0.0,0.0,1.0,0.0,0.7102803738317757,0.02631578947368421,0.09345794392523364,0.2,183000.0,0.06557377049180328,1,6,11.23850177707664,11.580593459194764,7.601402334583733,9.210440366976517,12.117246896289503,0.18232155679395465,0.5366573183795148,0.6931471805599453
33,CHOCIM II,POLISH-TURKISH WAR,Polish-Ottoman War of 1672-1676,50000.0,80000.0,1000.0,30000.0,0.0,0.0,101.0,59.0,0.0,0.0,8,3,FF,DD,2.0,6.0,6.4,R,W,3.0,0.0,0.0,0.0,1.0,0.0,0.625,0.02,0.375,0.03333333333333333,130000.0,0.23846153846153847,1,5,10.819798284210286,11.289794413577894,6.90875477931522,10.308985993422082,11.775297421715827,0.03278982282299087,0.4855078157817008,1.0986122886681098
34,SINSHEIM,DUTCH WAR,Franco-Dutch War of 1672-1678,9500.0,7500.0,1500.0,2500.0,6000.0,6000.0,6.0,0.0,0.0,0.0,9,4,FF,DO,2.0,5.0,5.0,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.2666666666666666,0.15789473684210525,0.3333333333333333,0.6,17000.0,0.23529411764705882,0,5,9.15915233520675,8.922791623969637,7.313886831633462,7.824445930877619,9.741027444837728,0.4700036292457355,0.8183103235139513,1.0986122886681098
35,SENEF,DUTCH WAR,Franco-Dutch War of 1672-1678,50000.0,70000.0,10000.0,14000.0,15000.0,15000.0,101.0,59.0,0.0,0.0,8,5,FF,DD,1.0,1.8,1.8,R,D,2.0,0.0,0.0,0.0,1.0,0.0,0.7142857142857143,0.2,0.2,0.7142857142857143,120000.0,0.2,1,3,10.819798284210286,11.156264806643742,9.210440366976517,9.546884034617925,11.695255355062795,0.538996500732687,0.538996500732687,0.6931471805599453
36,ENZHEIM,DUTCH WAR,Franco-Dutch War of 1672-1678,22000.0,31700.0,3500.0,2500.0,10000.0,14500.0,30.0,58.0,0.0,0.0,6,6,FF,DO,2.0,5.6,7.0,R,W,0.0,0.0,0.0,0.0,0.0,0.0,0.694006309148265,0.1590909090909091,0.07886435331230283,1.4,53700.0,0.11173184357541899,1,0,9.99884318585288,10.36410350510914,8.160803920954665,7.824445930877619,10.891186902297498,0.8754687373538999,0.5270963206315841,1.0986122886681098
37,TURCKHEIM,DUTCH WAR,Franco-Dutch War of 1672-1678,33000.0,30000.0,1100.0,3400.0,0.0,0.0,101.0,59.0,0.0,0.0,9,4,EE,DD,2.0,6.0,6.4,R,D,1.0,0.0,0.0,0.0,1.0,0.0,1.1,0.03333333333333333,0.11333333333333333,0.3235294117647059,63000.0,0.07142857142857142,0,5,10.404293143019792,10.308985993422082,7.00397413672268,8.131824785007195,11.050905878263567,0.2803019651541584,0.7419373447293773,1.0986122886681098
38,FEHRBELLIN,DUTCH WAR,Franco-Dutch War of 1672-1678,6000.0,6400.0,500.0,2500.0,6000.0,6400.0,13.0,38.0,0.0,0.0,9,4,FF,DO,1.0,3.4,2.0,R,D,0.0,0.0,0.0,0.0,1.0,0.0,0.9375,0.08333333333333333,0.390625,0.2,12400.0,0.24193548387096775,0,5,8.699681400989514,8.764209507142004,6.2166061010848646,7.824445930877619,9.425532393502772,0.18232155679395465,0.661398482245365,0.6931471805599453
39,SEDGEMOOR,MONMOUTH'S REBELLION,Monmouth Rebellion of 1685,4000.0,3000.0,1500.0,300.0,800.0,510.0,4.0,16.0,0.0,0.0,2,7,FF,DO,1.0,0.8,1.2,F,W,1.0,0.0,0.0,0.0,1.0,0.0,1.3333333333333333,0.375,0.1,5.0,7000.0,0.2571428571428571,0,-5,8.294299608857235,8.006700845440367,7.313886831633462,5.707110264748875,8.853808274977197,1.791759469228055,0.8472978603872036,0.6931471805599453
40,KILLIECRANKIE,KING WILLIAM'S WAR,Nine Years' War of 1688-1697,2800.0,3400.0,600.0,1900.0,0.0,100.0,0.0,59.0,0.0,0.0,8,2,FF,DD,1.0,1.0,1.0,G,D,0.0,0.0,0.0,0.0,2.0,0.0,0.8235294117647058,0.21428571428571427,0.5588235294117647,0.3157894736842105,6200.0,0.4032258064516129,0,6,7.937731775260109,8.131824785007195,6.398594934535208,7.550135342488429,8.732465848349879,0.2744368457017603,0.6007738604289301,0.6931471805599453
41,WALCOURT,KING WILLIAM'S WAR,Nine Years' War of 1688-1697,24000.0,35000.0,2000.0,130.0,0.0,0.0,20.0,59.0,0.0,0.0,4,7,FF,DO,1.0,1.0,1.0,R,D,0.0,0.0,0.0,0.0,0.0,0.0,0.6857142857142857,0.08333333333333333,0.0037142857142857142,15.384615384615385,59000.0,0.03610169491525424,1,-3,10.085850775128717,10.463131911491967,7.601402334583733,4.875197323201151,10.985309671896763,2.7963428082478883,0.5221893824163057,0.6931471805599453
42,FLEURUS,KING WILLIAM'S WAR,Nine Years' War of 1688-1697,50000.0,38000.0,6000.0,19000.0,0.0,0.0,101.0,59.0,0.0,0.0,9,3,DE,DD,2.0,6.0,6.4,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.3157894736842106,0.12,0.5,0.3157894736842105,88000.0,0.2840909090909091,0,6,10.819798284210286,10.545367754151743,8.699681400989514,9.852246888342531,11.385103457032141,0.2744368457017603,0.8397506547518208,1.0986122886681098
43,THE BOYNE,KING WILLIAM'S WAR,Nine Years' War of 1688-1697,35000.0,23000.0,2000.0,1500.0,8000.0,5000.0,50.0,6.0,0.0,0.0,9,5,FF,DO,1.0,8.0,5.0,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.5217391304347827,0.05714285714285714,0.06521739130434782,1.3333333333333333,58000.0,0.0603448275862069,0,4,10.463131911491967,10.043292972227004,7.601402334583733,7.313886831633462,10.968215530759236,0.8472978603872036,0.9249487946172696,0.6931471805599453
44,AUGHRIM,KING WILLIAM'S WAR,Nine Years' War of 1688-1697,18000.0,25000.0,2700.0,4400.0,0.0,0.0,101.0,6.0,0.0,0.0,9,4,FF,DD,1.0,6.4,4.8,R,D,0.0,0.0,0.0,0.0,1.0,0.0,0.72,0.15,0.176,0.6136363636363636,43000.0,0.16511627906976745,1,5,9.798182590890704,10.12667110305036,7.901377353792616,8.38958706681109,10.668978650219241,0.47849024312305427,0.5423242908253617,0.6931471805599453
45,STEENKERKE,KING WILLIAM'S WAR,Nine Years' War of 1688-1697,63000.0,57000.0,8000.0,7000.0,15000.0,12000.0,70.0,60.0,0.0,0.0,3,7,FF,DD,1.0,2.4,5.2,G,W,0.0,0.0,0.0,0.0,1.0,0.0,1.105263157894737,0.12698412698412698,0.12280701754385964,1.1428571428571428,120000.0,0.125,0,-4,11.050905878263567,10.950824090522445,8.987321812850125,8.853808274977197,11.695255355062795,0.7621400520468967,0.7444404749474959,0.6931471805599453
46,NEERWINDEN (LANDEN),KING WILLIAM'S WAR,Nine Years' War of 1688-1697,80000.0,50000.0,9000.0,14000.0,29000.0,20000.0,71.0,84.0,0.0,0.0,8,3,FF,DD,1.0,5.7,8.6,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.6,0.1125,0.28,0.6428571428571429,130000.0,0.17692307692307693,0,5,11.289794413577894,10.819798284210286,9.105090961257085,9.546884034617925,11.775297421715827,0.4964368863138911,0.9555114450274363,0.6931471805599453
47,MARSAGLIA,KING WILLIAM'S WAR,Nine Years' War of 1688-1697,40000.0,36000.0,3000.0,11000.0,10000.0,11000.0,30.0,31.0,0.0,0.0,9,2,FF,DD,2.0,6.0,6.4,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.1111111111111112,0.075,0.3055555555555556,0.2727272727272727,76000.0,0.18421052631578946,0,7,10.596659732783579,10.491301994830229,8.006700845440367,9.305741456739435,11.23850177707664,0.24116205681688804,0.7472144018302211,1.0986122886681098
48,ZENTA,AUSTRO-TURKISH WAR,Great Turkish War of 1683-1699,50000.0,100000.0,500.0,30000.0,16000.0,40000.0,60.0,200.0,0.0,0.0,9,2,FF,DD,1.0,4.2,2.7,F,D,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.01,0.3,0.016666666666666666,150000.0,0.20333333333333334,1,7,10.819798284210286,11.51293546492023,6.2166061010848646,10.308985993422082,11.918397239722838,0.016529301951210565,0.4054651081081644,0.6931471805599453
49,POLTAVA,GREAT NORTHERN WAR,Great Northern War of 1700-1721,21500.0,80000.0,9600.0,1300.0,8500.0,8500.0,4.0,100.0,0.0,0.0,4,8,FF,DO,2.0,1.2,3.2,R,D,0.0,0.0,0.0,0.0,1.0,0.0,0.26875,0.44651162790697674,0.01625,7.384615384615385,101500.0,0.10738916256157635,1,-4,9.975854724662028,11.289794413577894,9.169622538697624,7.170888478512505,11.527823929632195,2.126398524767607,0.2380321638079604,1.0986122886681098
50,BLENHEIM,WAR OF THE SPANISH SUCCESSION,War of the Spanish Succession of 1701-1714,52000.0,56000.0,12883.0,34190.0,20000.0,17000.0,60.0,90.0,0.0,0.0,9,3,FF,DD,1.0,6.4,7.1,R,D,0.0,0.0,0.0,0.0,1.0,0.0,0.9285714285714286,0.24775,0.6105357142857143,0.37680608365019014,108000.0,0.4358611111111111,0,6,10.859018228147887,10.933124826700707,9.46374151045109,10.439717730523846,11.58989576532275,0.319766384593831,0.6567795363890705,0.6931471805599453
51,RAMILLIES,WAR OF THE SPANISH SUCCESSION,War of the Spanish Succession of 1701-1714,62000.0,60000.0,3620.0,19000.0,16000.0,17000.0,120.0,70.0,0.0,0.0,9,3,EE,DD,1.0,4.8,5.2,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.0333333333333334,0.05838709677419355,0.31666666666666665,0.19052631578947368,122000.0,0.18540983606557376,0,6,11.034905792929415,11.002116507732017,8.19450550976564,9.852246888342531,11.711784520403112,0.17439549152153394,0.7096764825111559,0.6931471805599453
52,OUDENARDE,WAR OF THE SPANISH SUCCESSION,War of the Spanish Succession of 1701-1714,80000.0,85000.0,4000.0,15000.0,21000.0,20000.0,32.0,50.0,0.0,0.0,9,3,FF,DO,1.0,6.4,6.0,R,D,0.0,0.0,0.0,1.0,1.0,0.0,0.9411764705882353,0.05,0.17647058823529413,0.26666666666666666,165000.0,0.11515151515151516,0,6,11.289794413577894,11.350418300109132,8.294299608857235,9.61587214452889,12.013706813470414,0.2363887780642304,0.6632942174102642,0.6931471805599453
53,MALPLAQUET,WAR OF THE SPANISH SUCCESSION,War of the Spanish Succession of 1701-1714,110000.0,80000.0,24000.0,12000.0,25000.0,25000.0,100.0,60.0,0.0,0.0,8,7,FF,DO,1.0,8.2,8.8,R,D,0.0,0.0,0.0,0.0,1.0,0.0,1.375,0.21818181818181817,0.15,2.0,190000.0,0.18947368421052632,0,1,11.608244735642321,11.289794413577894,10.085850775128717,9.392745258631441,12.154784614286667,1.0986122886681098,0.8649974374866045,0.6931471805599453
54,PETERWARDEIN,AUSTRO-TURKISH WAR,Austro-Turkish War of 1716–1718,63000.0,60000.0,4500.0,6000.0,22000.0,20000.0,101.0,159.0,0.0,0.0,9,2,FF,DO,1.0,6.0,6.4,R,D,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.07142857142857142,0.1,0.75,123000.0,0.08536585365853659,0,7,11.050905878263567,11.002116507732017,8.412054873292933,8.699681400989514,11.719947764402807,0.5596157879354227,0.7178397931503169,0.6931471805599453
